0	0	0.21791715083851723
0	1	1.3265297562488942e-05
0	2	0.0019318086445125288
0	3	0.006097850835635033
0	4	0.19178854535825898
0	5	1.3362339134599114e-07
0	6	1.51274742865617e-06
0	7	9.043004834608035e-06
0	8	0.0002844090237668296
0	9	0.0014963304079816068
0	10	0.004156919973001405
0	11	0.08912728777554073
0	12	0.14855427856872216
0	13	7.055744253050317e-08
0	14	4.187210998474226e-05
0	15	0.00015017658402107216
0	16	0.0008977476822770861
0	17	0.0021949759697890885
0	18	0.008944994902534652
0	19	0.014909131724144115
0	20	0.04141899994615639
0	21	0.04706166793223154
0	22	0.0891271818650583
0	23	1.9529710353353114e-06
0	24	6.142209516640999e-05
0	25	0.0004172001816474439
0	26	0.0008977411594970132
0	27	0.004156898340197303
0	28	0.006097793071889964
0	29	0.019248107111956306
0	30	0.019248044383709702
0	31	0.04141881853779503
0	32	6.187042465778407e-07
0	33	7.004396440277834e-06
0	34	1.9458555052791044e-05
0	35	0.000150175154606
0	36	0.00028440404281271635
0	37	0.0014963108260600817
0	38	0.0019317725044889278
0	39	0.006928500595511374
0	40	0.006097735476237556
0	41	0.014908974018920397
0	42	4.2641951546887267e-10
0	43	4.2331365965880746e-08
0	44	1.5182183246306094e-07
0	45	1.9529411559418272e-06
0	46	4.774853942638964e-06
0	47	4.1871165192328694e-05
0	48	6.978846451921208e-05
0	49	0.0004171932742113213
0	50	0.00047402607617492293
0	51	0.0019317604127687084
0	52	0.001496281167938007
0	53	0.0041568110738513355
0	54	9.209218116799506e-11
0	55	4.264082736788231e-10
0	56	9.142104746537448e-09
0	57	2.8856869958857856e-08
0	58	4.217657334404122e-07
0	59	9.075554367231377e-07
0	60	9.04264344573213e-06
0	61	1.3264619407018346e-05
0	62	9.00981524826341e-05
0	63	9.009723523158058e-05
0	64	0.0004171863383132152
0	65	0.00028439406188668495
0	66	0.0008977084920275097
0	67	6.277787766765662e-11
0	68	1.529305112930565e-09
0	69	4.2484255467788266e-09
0	70	7.055327372981357e-08
0	71	1.3361331400669735e-07
0	72	1.512652662287756e-06
0	73	1.9528511953251807e-06
0	74	1.5071539907702502e-05
0	75	1.3264277812434277e-05
0	76	6.978623283179293e-05
0	77	1.9961219564201487e-12
0	78	7.158989999001677e-12
