"GRID_ID","M000","M005","M010","M015","M020","M025","M030","M035","M040","M045","M050","M055","M060","M065","M070","M075","M080","M085","M090","M095","M100","F000","F005","F010","F015","F020","F025","F030","F035","F040","F045","F050","F055","F060","F065","F070","F075","F080","F085","F090","F095","F100"
"C-12",0.67391413146,0,1.34782826292,1.213045436628,1.886959568088,2.291308046964,0.943479784044,0.943479784044,1.213045436628,2.156525220672,3.3695706573,4.313050441344,3.908701962468,3.504353483592,2.830439352132,0,0.67391413146,0,0,0,0,0.943479784044,0.943479784044,1.213045436628,0.808696957752,2.426090873256,0,1.34782826292,0.943479784044,1.482611089212,2.560873699548,4.178267615052,5.39131305168,3.639136309884,3.3695706573,0.943479784044,0,0.67391413146,0.808696957752,0,0,0
"C-13",0.03088810794985,0,0.0617762158997,1.16265955627773,6.03693937283758,3.84135031367149,1.01192169285179,1.56545217383579,1.43942479676973,1.75943338839152,2.78371032442325,2.55018843506104,3.08518605127513,2.09797484478322,2.20546935707937,2.07573930369,1.55309693065585,0,0.69191310123,0,0,0.04324335112979,0.04324335112979,0.74751169553973,1.00574407126182,2.87884959353946,1.522208822706,0.8920719373757,0.73515645235979,1.31339741970367,1.50120101266943,1.71371509199507,2.3228441672888,2.65768294735719,1.26150150171725,1.42706955358979,3.182800265658,5.28942767729785,6.12590102036382,4.15147860738,0.69191310123,0
"C-14",0,0,0.06315301810116,2.1154090479817,10.4046830582379,7.15287103943062,2.1366654386354,3.07441695501464,2.98541134618836,3.27736358579122,5.94095003625188,5.72785380854312,6.7163933287715,4.3608728809466,4.42548950419824,4.45522650201366,2.61565593060192,0,1.16341814296,0,0,0,0.05613601608992,1.21955415904992,1.628785400144,4.69577458390744,2.9096879292152,1.7462697862552,1.43139216622818,2.1292376673842,2.93629233210968,3.4088819759249,5.19231653124672,5.61738642444316,2.95775410738336,3.10970734969082,6.31836452052012,9.85238995123802,10.5638586871766,6.98050885776,1.16341814296,0
"C-15",0,0,0,0.705988411605,1.129581458568,2.400360599457,1.41197682321,1.41197682321,1.694372187852,1.270779140889,4.518325834272,5.083116563556,5.224314245877,3.106349011062,2.541558281778,2.682755964099,0,0,0,0,0,0,0,0,0,0,1.129581458568,1.129581458568,0.705988411605,0,1.694372187852,2.400360599457,5.083116563556,3.953535104988,3.106349011062,2.117965234815,2.82395364642,2.965151328741,0.847186093926,0,0,0
"C-16",0,0,0,0.72426583249944,1.13976692217744,2.41803420758088,1.42735565408592,1.41676764862944,1.662004358712,1.30473729904464,4.50612766142736,5.10248113615728,5.27274551575272,3.1528880455368,2.56182857353512,2.72150494767408,0.07411603819536,0,0,0,0,0.0264700136412,0,0.0264700136412,0,0,1.1344729194492,1.13976692217744,0.72955983522768,0.03176401636944,1.662004358712,2.4603862294068,5.08130512524432,3.99977223307752,3.11053602371088,2.18867950568304,2.90765133545424,3.00909367958256,0.90511821755136,0.04764602455416,0,0
"C-17",0,0,0,0.932508330442,1.255814267215,2.619397180021,1.602573259226,1.471351558397,1.293223747092,1.6916371648785,4.367148564715,5.323109950395,5.824543698473,3.683127211292,2.7927766760265,3.1629887232755,0.918551905803,0,0,0,0,0.3280542520725,0,0.3280542520725,0,0,1.1902034168005,1.255814267215,0.9981191808565,0.393665102487,1.293223747092,3.144283983337,5.060666548737,4.5265716360815,3.158240407976,2.9943575425695,3.861255022597,3.5097477152865,1.565163779349,0.5904976537305,0,0
"C-18",0.640777442736,0,0,0.4407566799509,0.4854145835918,2.3740662609919,1.8120541112182,1.3695564430004,0.7126128168436,2.4075165254366,3.3602421687822,4.4422030299826,5.7845820025163,3.1505243687046,3.1975803854891,2.709110563877,2.4567062347886,0,0,0,0,0.3052723671245,0,0.3052723671245,0,0.640777442736,0.4243601101669,1.6601732286078,1.4629773174798,1.0071042832854,1.4601865000356,2.6489095674791,4.091188895827,4.7045584817331,3.5164585049534,3.4277657883354,3.8074679948614,3.3949726487674,1.9052445993344,0.5494902608241,0,0
"C-19",0.387948303249,0,0,0.2838281821656,0.2838281821656,1.4082110213707,1.0896761321773,0.8010925864976,0.3232902527075,1.4902224254261,1.8907687186749,2.5924965476032,3.4582471846423,1.9159646986745,1.9081220721888,1.6447345065087,1.6321365165089,0,0,0,0,0.236523485138,0,0.236523485138,0,0.387948303249,0.236523485138,0.9950667381221,0.9130553340667,0.6717764854146,0.775896606498,1.6573324965085,2.3386197089513,2.8337753962553,2.0547915267857,2.1572435473266,2.3937670324646,2.0626341532714,1.2441882132599,0.4257422732484,0,0
"C-20",0,0,0.000117953331635,0,0.000353859994905,0.000518994659194,0.000283087995924,0.000518994659194,0.000377450661232,0.000448222660213,0.000731310656137,0.000731310656137,0.000754901322464,0.000825673321445,0.000330269328578,0.000542585325521,0.000424631993886,0.000165134664289,0,0,0,0,0,0,0,0.000188725330616,0.000353859994905,0.00023590666327,0.00023590666327,0.00023590666327,0.000283087995924,0.000636947990829,0.000660538657156,0.000849263987772,0.000330269328578,0.00047181332654,0.000967217319407,0.000731310656137,0.000306678662251,0.000141543997962,0,0
"C-21",0,0,0.0220931332917,0,0.0662793998751,0.09720978648348,0.05302351990008,0.09720978648348,0.07069802653344,0.08395390650846,0.13697742640854,0.13697742640854,0.14139605306688,0.1546519330419,0.06186077321676,0.10162841314182,0.07953527985012,0.03093038660838,0,0,0,0,0,0,0,0.03534901326672,0.0662793998751,0.0441862665834,0.0441862665834,0.0441862665834,0.05302351990008,0.11930291977518,0.12372154643352,0.15907055970024,0.06186077321676,0.0883725331668,0.18116369299194,0.13697742640854,0.05744214655842,0.02651175995004,0,0
